Período,ARS,Hospital,Localização Geográfica,DDD Consumidas de Cefalosporinas,DDD Consumidas dos Restantes Antibióticos
2022-07,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1117,5972
2022-07,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2484,8126
2022-07,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2223,4826
2022-07,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2678,6390
2022-07,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1759,5718
2022-07,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2615,5762
2022-07,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1096,3350
2022-07,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2396,12254
2022-07,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",314,905
2022-07,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1101,3995
2022-07,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",914,4367
2022-08,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",4,4
2022-08,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",224,2441
2022-08,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1508,5163
2022-08,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2108,5783
2022-08,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2360,7937
2022-08,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1084,3368
2022-08,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2985,11441
2022-08,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3460,21432
2022-08,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2700,11634
2022-08,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5242,21354
2022-09,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",58,126
2022-09,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",1,0
2022-09,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1465,4324
2022-09,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",3860,6485
2022-09,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1964,4594
2022-09,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1779,6020
2022-09,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1243,3421
2022-09,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2532,9744
2022-10,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",7,302
2022-10,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",143,244
2022-10,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1893,7069
2022-10,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1142,3408
2022-10,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",2501,5025
2022-10,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2083,5136
2022-10,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2806,6479
2022-10,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3538,9091
2022-10,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4672,9837
2022-10,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1283,3906
2022-10,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",4593,23098
2022-11,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1005,3785
2022-11,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1563,6938
2022-11,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1395,4579
2022-11,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2344,8578
2022-11,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2311,5940
2022-11,LVT,Hospital Beatriz Ângelo E.P.E.,"38.821342, -9.176377",966,10021
2022-11,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",2052,6092
2022-11,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2914,6258
2022-11,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3289,9440
2022-11,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1541,4194
2022-11,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",5311,19560
2022-11,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1142,4182
2022-12,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",122,357
2022-12,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1488,7787
2022-12,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2392,8738
2022-12,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",1079,3296
2022-12,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",3721,10225
2022-12,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2792,7965
2022-12,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1533,4447
2022-12,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3826,13824
2022-12,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3551,23516
2023-01,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",105,139
2023-01,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,0
2023-01,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1735,6432
2023-01,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",844,2142
2023-01,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1158,4937
2023-01,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2602,8718
2023-01,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2948,7807
2023-01,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",2001,7007
2023-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",699,2797
2023-01,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3791,11338
2023-01,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2944,6969
2023-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4925,11184
2023-01,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1558,3538
2023-01,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2632,12225
2023-01,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3813,23343
2023-01,Norte,"Centro Hospitalar Universitário de Santo António, E.P.E.","41.1472498, -8.6172617",3346,14139
2023-01,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1214,3937
2023-01,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",7,227
2023-02,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",594,1556
2023-02,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1177,4396
2023-02,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",750,2379
2023-02,LVT,Hospital Beatriz Ângelo E.P.E.,"38.821342, -9.176377",1129,6598
2023-02,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1642,6536
2023-02,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3702,9908
2023-02,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2404,10661
2023-02,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7643,22573
2023-02,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4971,18142
2023-02,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",54,566
2023-03,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",836,2187
2023-03,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",309,2664
2023-03,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1677,4743
2023-03,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1418,6085
2023-03,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1808,7765
2023-03,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",869,2850
2023-03,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2962,11401
2023-03,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7789,24467
2023-03,Norte,"Centro Hospitalar Universitário de Santo António, E.P.E.","41.1472498, -8.6172617",2995,14257
2023-04,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",68,142
2023-04,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",92,343
2023-04,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",761,2507
2023-04,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1379,6171
2023-04,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",2110,6144
2023-04,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3650,11292
2023-04,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2360,11057
2023-04,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2765,11942
2023-05,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1119,3594
2023-05,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",622,1699
2023-05,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1009,4001
2023-05,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1219,5335
2023-05,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1739,6203
2023-05,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",5264,10022
2023-05,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3212,11117
2023-05,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1554,5150
2023-06,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",766,1856
2023-06,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2145,5295
2023-06,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2179,11040
2023-06,Norte,"Centro Hospitalar Universitário de Santo António, E.P.E.","41.1472498, -8.6172617",2396,12282
2023-07,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1702,5565
2023-07,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1785,6500
2023-07,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3553,12466
2023-07,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6863,23107
2023-07,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3351,23487
2023-08,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",832,3176
2023-08,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2709,6600
2023-08,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",818,2764
2023-08,Norte,"Centro Hospitalar Universitário de Santo António, E.P.E.","41.1472498, -8.6172617",2186,13434
2023-09,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",38,202
2023-09,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1268,4996
2023-09,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",2241,6231
2023-09,LVT,Hospital Beatriz Ângelo E.P.E.,"38.821342, -9.176377",873,5789
2023-09,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",509,2744
2023-09,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4544,10414
2023-09,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2326,10360
2023-09,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6882,21645
2023-09,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1108,4853
2023-10,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",119,185
2023-10,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",123,331
2023-10,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1006,3309
2023-10,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",723,1759
2023-10,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",900,2568
2023-10,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1810,5854
2023-10,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2216,5860
2023-10,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2497,6904
2023-10,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",682,2573
2023-11,LVT,Hospital Beatriz Ângelo E.P.E.,"38.821342, -9.176377",871,6358
2023-11,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2456,6416
2023-11,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3591,11887
2023-11,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2465,7238
2023-11,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3634,22910
2023-11,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4606,20945
2023-11,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1286,5460
2023-12,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",1,1
2023-12,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",2240,6407
2023-12,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2228,6234
2023-12,LVT,"Hospital de Vila Franca de Xira, E.P.E.","38.952565, -8.992398",942,5619
2023-12,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2709,8657
2023-12,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1520,4220
2023-12,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2131,10920
2023-12,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1120,4798
2023-12,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",66,532
2024-01,,"Unidade Local de Saúde de Barcelos/Esposende, E. P. E.","41.5324234, -8.6171561",925,2641
2024-01,,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",905,3435
2024-01,,"Unidade Local de Saúde do Baixo Mondego, E. P. E.","40.117897, -8.8586755",897,2382
2024-01,,"Unidade Local de Saúde da Região de Aveiro, E. P. E.","40.6362453, -8.6543716",3127,7857
2024-01,,"Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.","40.9293884, -8.5458794",1931,8170
2024-01,,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2988,7320
2024-01,,Unidade Local de Saúde de Amadora/Sintra E. P. E.,"38.7422257, -9.2264834",3590,12480
2024-01,,"Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.","40.516364, -8.0827433",2778,7751
2024-01,,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",291,906
2024-02,,"Unidade Local de Saúde do Baixo Mondego, E. P. E.","40.117897, -8.8586755",938,2274
2024-02,,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",344,2520
2024-02,,"Unidade Local de Saúde do Arco Ribeirinho, E. P. E.","38.6554005, -9.0592392",1077,5671
2024-02,,"Unidade Local de Saúde do Tâmega e Sousa, E. P. E.","41.2494561, -8.264901",2557,6679
2024-02,,"Unidade Local de Saúde de Almada-Seixal, E. P. E.","38.6658713, -9.1822554",2174,9910
2024-02,,"Unidade Local de Saúde de Braga, E. P. E.","41.567781, -8.399268",3972,9261
2024-02,,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.","38.708454, -9.216985",2657,11639
2024-02,,"Unidade Local de Saúde de São João, E. P. E.","41.1831056, -8.6010558",4637,18986
2024-02,,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1104,4798
2024-03,,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1316,4628
2024-03,,"Unidade Local de Saúde da Arrábida, E. P. E.","38.5283754, -8.8818638",1560,6230
2024-03,,"Unidade Local de Saúde da Cova da Beira, E. P. E.","40.2804158, -7.4922407",994,2795
2024-03,,"Unidade Local de Saúde da Lezíria, E. P. E.","39.2410946, -8.6937515",1820,7241
2024-03,,"Unidade Local de Saúde da Região de Leiria, E. P. E.","39.7414812, -8.7982706",2840,9424
2024-03,,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1919,6966
2024-03,,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2754,7010
2024-03,,"Unidade Local de Saúde do Estuário do Tejo, E. P. E.","38.952565, -8.992398",993,6031
2024-03,,"Unidade Local de Saúde do Tâmega e Sousa, E. P. E.","41.2494561, -8.264901",2905,8128
2024-03,,Unidade Local de Saúde de Amadora/Sintra E. P. E.,"38.7422257, -9.2264834",3554,11722
2024-03,,"Unidade Local de Saúde do Alentejo Central, E. P. E.","38.5684861, -7.9032848",1344,3686
2024-04,,"Unidade Local de Saúde do Baixo Mondego, E. P. E.","40.117897, -8.8586755",800,2255
2024-04,,"Unidade Local de Saúde da Cova da Beira, E. P. E.","40.2804158, -7.4922407",996,3002
2024-04,,"Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.","40.9293884, -8.5458794",2511,6736
2024-04,,"Unidade Local de Saúde do Alto Ave, E. P. E.","41.4387173, -8.3086907",2012,6217
2024-04,,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",605,3308
2024-04,,"Unidade Local de Saúde de Almada-Seixal, E. P. E.","38.6658713, -9.1822554",2083,10347
2024-04,,Unidade Local de Saúde de Amadora/Sintra E. P. E.,"38.7422257, -9.2264834",3360,10701
2024-04,,"Unidade Local de Saúde de Santo António, E. P. E.","41.1472498, -8.6172617",3116,13188
2024-05,,"Unidade Local de Saúde do Médio Ave, E.P E.","41.3423984, -8.4802503",1103,3700
2024-05,,"Unidade Local de Saúde da Cova da Beira, E. P. E.","40.2804158, -7.4922407",890,2774
2024-05,,"Unidade Local de Saúde do Médio Tejo, E.P.E.","39.478072, -8.5404429",2005,6154
2024-05,,"Unidade Local de Saúde do Tâmega e Sousa, E. P. E.","41.2494561, -8.264901",2761,9345
2024-05,,Unidade Local de Saúde de Amadora/Sintra E. P. E.,"38.7422257, -9.2264834",3529,11517
2024-05,,"Unidade Local de Saúde de São José, E. P. E.","38.7166948, -9.1371248",5371,20782
2024-06,,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",885,2502
2024-06,,"Unidade Local de Saúde do Baixo Mondego, E. P. E.","40.117897, -8.8586755",746,1886
2024-06,,"Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.","41.3828711, -8.7589945",536,1888
2024-06,,"Unidade Local de Saúde da Arrábida, E. P. E.","38.5283754, -8.8818638",1564,5873
2024-06,,"Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.","40.9293884, -8.5458794",2162,5462
2024-06,,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2445,6111
2024-06,,"Unidade Local de Saúde de Gaia/Espinho, E.P.E.","41.1094138, -8.5972617",3573,9909
2024-06,,"Unidade Local de Saúde do Algarve, E. P. E.","37.0238973, -7.9281554",4514,10486
2024-06,,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.","38.708454, -9.216985",2510,10289
2024-07,,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",921,3588
