Período,Hospital,Região_x,Consumo,Sobra,Região_y,nr consultas,Região,Urgências Geral,Urgências Pediátricas,Urgência Obstetricia,Urgência Psiquiátrica,Total Urgências
2025-07,"Unidade Local de Saúde do Alto Minho, E.P.E.",,413,6590,,,,,,,,
2025-07,"Unidade Local de Saúde do Estuário do Tejo, E. P. E.",,314,6404,,,,,,,,
2025-07,"Unidade Local de Saúde do Médio Tejo, E.P.E.",,491,7570,,,,,,,,
2025-07,"Unidade Local de Saúde de Braga, E. P. E.",,1054,14164,,,,,,,,
2025-07,"Unidade Local de Saúde do Algarve, E. P. E.",,1108,16752,,,,,,,,
2025-07,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.",,894,13418,,,,,,,,
2025-07,"Instituto Português de Oncologia, E.P.E. - Lisboa",,487,4338,,,,,,,,
2025-08,"Unidade Local de Saúde do Nordeste, E.P.E.",,203,5586,,,,,,,,
2025-08,"Instituto Português de Oncologia, E.P.E. - Porto",,701,4890,,,,,,,,
2025-08,"Unidade Local de Saúde do Alto Minho, E.P.E.",,384,6229,,,,,,,,
2025-08,"Unidade Local de Saúde da Guarda, E.P.E.",,267,5107,,,,,,,,
2025-08,"Unidade Local de Saúde de Barcelos/Esposende, E. P. E.",,108,3069,,,,,,,,
2025-08,"Unidade Local de Saúde de Gaia/Espinho, E.P.E.",,701,13369,,,,,,,,
2025-08,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.",,896,12456,,,,,,,,
2025-08,"Unidade Local de Saúde de Santo António, E. P. E.",,1213,13040,,,,,,,,
2025-09,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",,31,2704,,,,,,,,
2025-09,"Unidade Local de Saúde do Estuário do Tejo, E. P. E.",,422,5618,,,,,,,,
2025-09,"Unidade Local de Saúde do Médio Tejo, E.P.E.",,387,6420,,,,,,,,
2025-09,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.",,285,8177,,,,,,,,
2025-09,"Unidade Local de Saúde do Algarve, E. P. E.",,1162,15334,,,,,,,,
2025-09,"Unidade Local de Saúde de Santa Maria, E. P. E.",,1136,22611,,,,,,,,
2015-01,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,5,,,,,,,,
2015-01,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,112,4796,,,,,,,,
2015-01,"Centro Hospitalar do Oeste, E.P.E.",LVT,474,8005,,,,,,,,
2015-01,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,224,3100,,,,,,,,
2015-01,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,394,6854,,,,,,,,
2015-01,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,348,4567,,,,,,,,
2015-01,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,445,7434,,,,,,,,
2015-01,"Centro Hospitalar de Setúbal, E.P.E.",LVT,313,8050,,,,,,,,
2015-01,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,711,8819,,,,,,,,
2015-01,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,327,7871,,,,,,,,
2015-01,"Hospital Distrital de Santarém, E.P.E.",LVT,381,11234,,,,,,,,
2015-01,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,408,13764,,,,,,,,
2015-01,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,3286,37807,,,,,,,,
2015-01,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,2068,33319,,,,,,,,
2015-02,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,3,,,,,,,,
2015-02,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,76,2602,,,,,,,,
2015-02,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,220,2834,,,,,,,,
2015-02,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,62,1875,,,,,,,,
2015-02,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,92,6406,,,,,,,,
2015-02,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,292,6316,,,,,,,,
2015-02,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,253,6814,,,,,,,,
2015-02,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,1343,7254,,,,,,,,
2015-02,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,519,7414,,,,,,,,
2015-02,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,1006,10883,,,,,,,,
2015-02,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1271,23447,,,,,,,,
2015-02,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,402,Região de Saúde LVT,10742.0,,,,,,
2015-03,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,2,,,,,,,,
2015-03,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,43,2220,,,,,,,,
2015-03,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,133,5845,,,,,,,,
2015-03,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,208,7354,,,,,,,,
2015-03,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,422,11475,,,,,,,,
2015-03,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,63,3626,,,,,,,,
2015-03,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,365,10753,,,,,,,,
2015-03,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,764,7904,,,,,,,,
2015-03,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,2152,31299,,,,,,,,
2015-03,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1557,19055,,,,,,,,
2015-03,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1575,15085,,,,,,,,
2015-03,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,659,5695,,,,,,,,
2015-03,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,436,Região de Saúde LVT,16610.0,,,,,,
2015-03,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,253,,,,,,,,
2015-04,Hospital Dr. Francisco Zagalo  - Ovar,Centro,15,442,,,,,,,,
2015-04,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,174,5427,,,,,,,,
2015-04,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,337,9702,,,,,,,,
2015-04,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,741,7183,,,,,,,,
2015-04,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1463,12948,,,,,,,,
2015-04,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1306,23191,,,,,,,,
2015-05,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,217,,,,,,,,
2015-05,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,141,3810,,,,,,,,
2015-05,"Centro Hospitalar do Oeste, E.P.E.",LVT,507,5301,,,,,,,,
2015-05,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,411,4943,,,,,,,,
2015-05,"Centro Hospitalar de Setúbal, E.P.E.",LVT,367,5981,,,,,,,,
2015-05,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,247,5867,,,,,,,,
2015-05,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,909,5898,,,,,,,,
2015-05,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,185,3882,,,,,,,,
2015-05,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,222,4102,,,,,,,,
2015-05,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,966,15530,,,,,,,,
2015-05,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,406,4719,,,,,,,,
2015-05,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,477,5593,,,,,,,,
2015-05,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,417,4436,,,,,,,,
2015-06,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,2,,,,,,,,
2015-06,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,47,2172,,,,,,,,
2015-06,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,260,5919,,,,,,,,
2015-06,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,434,10405,,,,,,,,
2015-06,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,662,7993,,,,,,,,
2015-06,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,709,14422,,,,,,,,
2015-06,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,379,4825,,,,,,,,
2015-07,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,0,620,,,,,,,,
2015-07,Hospital Dr. Francisco Zagalo  - Ovar,Centro,5,455,,,,,,,,
2015-07,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,109,2161,,,,,,,,
2015-07,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,206,3125,,,,,,,,
2015-07,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,386,6103,,,,,,,,
2015-07,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,725,7362,,,,,,,,
2015-07,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1323,12708,,,,,,,,
2015-07,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1518,14564,,,,,,,,
2015-07,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1496,22585,,,,,,,,
2015-08,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,24,505,,,,,,,,
2015-08,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,86,3178,,,,,,,,
2015-08,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,56,1914,,,,,,,,
2015-08,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,125,4350,,,,,,,,
2015-08,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,232,6023,,,,,,,,
2015-08,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,170,1639,,,,,,,,
2015-08,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,630,4678,,,,,,,,
2015-08,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,407,Região de Saúde LVT,42823.0,,,,,,
2015-09,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,26,452,,,,,,,,
2015-09,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,232,3315,,,,,,,,
2015-09,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,185,5006,,,,,,,,
2015-09,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,454,5064,,,,,,,,
2015-09,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,410,4375,,,,,,,,
2015-09,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1170,13265,,,,,,,,
2015-09,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,3365,29461,,,,,,,,
2015-09,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1626,16705,,,,,,,,
2015-09,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1366,20314,,,,,,,,
2015-09,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,230,,,,,,,,
2015-10,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,37,409,,,,,,,,
2015-10,Hospital Dr. Francisco Zagalo  - Ovar,Centro,9,470,,,,,,,,
2015-10,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,41,1960,,,,,,,,
2015-10,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,403,5187,,,,,,,,
2015-10,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,290,9799,,,,,,,,
2015-10,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,367,10030,,,,,,,,
2015-10,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,922,14987,,,,,,,,
2015-10,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1274,13192,,,,,,,,
2015-10,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,3267,32510,,,,,,,,
2015-10,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1467,28418,,,,,,,,
2015-10,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,570,5713,,,,,,,,
2015-11,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,6,378,,,,,,,,
2015-11,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,1,,,,,,,,
2015-11,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,91,3338,,,,,,,,
2015-11,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,60,1594,,,,,,,,
2015-11,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,292,6736,,,,,,,,
2015-11,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,489,6648,,,,,,,,
2015-11,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,371,8856,,,,,,,,
2015-11,"Hospital Garcia da Orta, E.P.E.",LVT,562,10502,,,,,,,,
2015-11,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1366,13441,,,,,,,,
2015-11,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2994,28932,,,,,,,,
2015-11,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1701,30770,,,,,,,,
2015-11,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1585,15991,,,,,,,,
2015-11,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,182,2017,,,,,,,,
2015-12,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,1,,,,,,,,
2015-12,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,120,3863,,,,,,,,
2015-12,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,432,8244,,,,,,,,
2015-12,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,650,6643,,,,,,,,
2015-12,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1513,31647,,,,,,,,
2015-12,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1418,13863,,,,,,,,
2015-12,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,108,1702,,,,,,,,
2016-01,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,96,2513,,,,,,,,
2016-01,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,221,3656,,,,,,,,
2016-01,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,433,6007,,,,,,,,
2016-01,"Centro Hospitalar de Setúbal, E.P.E.",LVT,356,7485,,,,,,,,
2016-01,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,633,7298,,,,,,,,
2016-01,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,473,8020,,,,,,,,
2016-01,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,1186,15060,,,,,,,,
2016-01,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1413,14515,,,,,,,,
2016-01,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1783,34704,,,,,,,,
2016-01,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1495,15122,,,,,,,,
2016-01,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,123,1904,,,,,,,,
2016-02,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,71,1907,,,,,,,,
2016-02,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,136,2662,,,,,,,,
2016-02,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,296,7442,,,,,,,,
2016-02,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,535,5957,,,,,,,,
2016-02,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,636,14347,,,,,,,,
2016-02,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2721,32129,,,,,,,,
2016-02,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1205,23312,,,,,,,,
2016-02,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,102,1856,,,,,,,,
2016-03,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,431,12733,,,,,,,,
2016-03,"Centro Hospitalar de Setúbal, E.P.E.",LVT,221,7448,,,,,,,,
2016-03,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,1210,8349,,,,,,,,
2016-03,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,171,3930,,,,,,,,
2016-03,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,541,6913,,,,,,,,
2016-03,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,449,7976,,,,,,,,
2016-03,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,34,4121,,,,,,,,
2016-03,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,304,12851,,,,,,,,
2016-03,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,499,12542,,,,,,,,
2016-03,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,615,8978,,,,,,,,
2016-03,"Hospital Garcia da Orta, E.P.E.",LVT,552,12385,,,,,,,,
2016-03,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2983,33244,,,,,,,,
2016-03,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,321,,,,,,,,
2016-04,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,10,472,,,,,,,,
2016-04,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,178,3832,,,,,,,,
2016-04,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,29,2453,,,,,,,,
2016-04,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,169,5104,,,,,,,,
2016-04,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,189,7271,,,,,,,,
2016-04,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,1165,7298,,,,,,,,
2016-04,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,653,7477,,,,,,,,
2016-04,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,640,13170,,,,,,,,
2016-04,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2492,31800,,,,,,,,
2016-05,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,30,473,,,,,,,,
2016-05,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,228,,,,,,,,
2016-05,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,109,3633,,,,,,,,
2016-05,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,337,5424,,,,,,,,
2016-05,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,387,10051,,,,,,,,
2016-05,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,337,5905,,,,,,,,
2016-05,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,310,5716,,,,,,,,
2016-05,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,348,4616,,,,,,,,
2016-05,"Hospital Garcia da Orta, E.P.E.",LVT,563,11907,,,,,,,,
2016-05,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,989,15120,,,,,,,,
2016-05,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1757,31058,,,,,,,,
2016-05,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1357,15306,,,,,,,,
2016-05,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1265,20559,,,,,,,,
2016-05,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,445,Região de Saúde LVT,28717.0,,,,,,
2016-06,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,319,5133,,,,,,,,
2016-06,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,299,5365,,,,,,,,
2016-06,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,251,10903,,,,,,,,
2016-06,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,274,4377,,,,,,,,
2016-06,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1118,12328,,,,,,,,
2016-07,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,23,467,,,,,,,,
2016-07,Hospital Dr. Francisco Zagalo  - Ovar,Centro,31,394,,,,,,,,
2016-07,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,127,1648,,,,,,,,
2016-07,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,284,5670,,,,,,,,
2016-07,"Centro Hospitalar de Setúbal, E.P.E.",LVT,280,6669,,,,,,,,
2016-07,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,480,6122,,,,,,,,
2016-07,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,912,8080,,,,,,,,
2016-07,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,852,13592,,,,,,,,
2016-07,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1388,18391,,,,,,,,
2016-07,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,543,Região de Saúde LVT,39819.0,,,,,,
2016-08,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,6,342,,,,,,,,
2016-08,"Centro Hospitalar do Oeste, E.P.E.",LVT,507,6210,,,,,,,,
2016-08,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,298,4409,,,,,,,,
2016-08,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,189,6364,,,,,,,,
2016-08,"Centro Hospitalar de Setúbal, E.P.E.",LVT,320,6586,,,,,,,,
2016-08,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,15,3374,,,,,,,,
2016-08,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1377,18483,,,,,,,,
2016-09,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,116,1858,,,,,,,,
2016-09,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,150,1975,,,,,,,,
2016-09,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,406,4913,,,,,,,,
2016-09,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,771,13284,,,,,,,,
2016-09,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1201,20760,,,,,,,,
2016-10,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,17,554,,,,,,,,
2016-10,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,4,2152,,,,,,,,
2016-10,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,535,7083,,,,,,,,
2016-10,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,506,7673,,,,,,,,
2016-10,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,256,3906,,,,,,,,
2016-10,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,563,13456,,,,,,,,
2016-10,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2650,31161,,,,,,,,
2016-10,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1632,25870,,,,,,,,
2016-10,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1039,21471,,,,,,,,
2016-10,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,165,1623,,,,,,,,
2016-10,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,295,,,,,,,,
2016-11,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,7,304,,,,,,,,
2016-11,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,2,,,,,,,,
2016-11,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,133,3570,,,,,,,,
2016-11,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,55,1989,,,,,,,,
2016-11,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,123,1681,,,,,,,,
2016-11,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,72,1881,,,,,,,,
2016-11,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,32,2025,,,,,,,,
2016-11,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,311,5592,,,,,,,,
2016-11,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,971,6955,,,,,,,,
2016-11,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,261,11227,,,,,,,,
2016-11,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,708,8367,,,,,,,,
2016-11,"Hospital Garcia da Orta, E.P.E.",LVT,483,11980,,,,,,,,
2016-11,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1314,13107,,,,,,,,
2016-11,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,552,5630,,,,,,,,
2016-11,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,212,,,,,,,,
2016-12,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,44,2530,,,,,,,,
2016-12,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,614,9826,,,,,,,,
2016-12,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,255,5177,,,,,,,,
2016-12,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1906,28021,,,,,,,,
2016-12,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1123,26328,,,,,,,,
2017-01,Hospital Dr. Francisco Zagalo  - Ovar,Centro,23,415,,,,,,,,
2017-01,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,60,4036,,,,,,,,
2017-01,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,76,6774,,,,,,,,
2017-01,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,130,3706,,,,,,,,
2017-01,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,428,9808,,,,,,,,
2017-01,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,29,3899,,,,,,,,
2017-01,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,321,11724,,,,,,,,
2017-01,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,776,9489,,,,,,,,
2017-01,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,903,14885,,,,,,,,
2017-01,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1178,25922,,,,,,,,
2017-01,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,460,4929,,,,,,,,
2017-01,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,249,,,,,,,,
2017-02,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,133,3970,,,,,,,,
2017-02,"Centro Hospitalar do Oeste, E.P.E.",LVT,311,6618,,,,,,,,
2017-02,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,143,2406,,,,,,,,
2017-02,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,6,2032,,,,,,,,
2017-02,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,425,14560,,,,,,,,
