Período;ARS;Hospital;Localização Geográfica;Grupo Hospitalar;DDD Consumidas de Carbapenemes;DDD Consumidas dos Restantes Antibióticos;Peso
2023-03;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;154;5801;0.025858984311230016
2023-03;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;550;16797;0.03175074151396757
2023-03;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;480;0.0
2023-04;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;96;3038;0.03088485449869382
2023-04;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;260;7949;0.03177951355995514
2023-04;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;303;6137;0.04714526383364223
2023-04;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;456;13445;0.03280104705765086
2023-04;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;568;8815;0.06058259462589229
2023-04;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;173;4712;0.03557450437007027
2023-04;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;401;14472;0.02700459494308139
2023-04;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;900;13807;0.06122525460406885
2023-05;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;172;0.0
2023-05;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;32;430;0.06934794915341462
2023-05;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;3;0.0
2023-05;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;207;7148;0.028230643907584625
2023-05;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;362;8959;0.03887754079089615
2023-05;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;256;6322;0.03901032706130337
2023-05;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;474;7970;0.056231939895973804
2023-05;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;186;3103;0.05678626091382427
2023-05;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;511;13714;0.035978473502061514
2023-05;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;754;14533;0.04933272460653479
2023-05;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;676;13654;0.04720599035760358
2023-05;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1207;25488;0.04524265138757418
2023-06;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;9;0.0
2023-06;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;604;6508;0.08494937102062201
2023-06;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;190;6980;0.02661225643545947
2023-06;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;846;16279;0.04940965685668295
2023-06;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;1021;13657;0.06958373142594194
2023-06;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;68;1201;0.05432281586383676
2023-07;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;6;332;0.020633750921149586
2023-07;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;181;4980;0.03510172071781156
2023-07;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;126;3230;0.03762909292917941
2023-07;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;213;6322;0.03263971510191528
2023-07;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;275;3178;0.07970733539770085
2023-07;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;666;8310;0.07427779976676226
2023-07;Norte;Hospital de Braga, E.P.E.;41.567781, -8.399268;Grupo D;947;13653;0.06488811516263175
2023-07;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;265;7260;0.03532146407705865
2023-07;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1706;25133;0.06356929847902805
2023-07;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;1032;12092;0.07863098206548193
2023-07;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;724;5137;0.12352606673571746
2023-08;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;101;2344;0.04136588215250563
2023-08;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;119;3040;0.03787258454895013
2023-08;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;95;6139;0.015289492254444014
2023-08;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;213;7179;0.028833465241149818
2023-08;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;487;7421;0.06159538396367589
2023-08;LVT;Hospital Beatriz Ângelo E.P.E.;38.821342, -9.176377;Grupo C;431;8532;0.0481006072716055
2023-08;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;10;3393;0.0029383677367222525
2023-08;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;539;11525;0.044703189137985426
2023-08;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1503;23893;0.059209999436017104
2023-08;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;689;5323;0.11469287109326644
2023-09;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;7;0.0
2023-09;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;164;2704;0.05742101274086203
2023-09;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;243;7712;0.030583843172117056
2023-09;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;51;3202;0.015725042257849757
2023-09;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;553;9008;0.05790230511133387
2023-09;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1100;11572;0.08684027268608409
2023-09;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;1258;12800;0.08948547061041726
2023-10;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;239;0.0
2023-10;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;531;6009;0.08126106632807575
2023-10;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;540;8861;0.057451624033351065
2023-10;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;172;3649;0.04504496086364735
2023-10;LVT;Hospital Beatriz Ângelo E.P.E.;38.821342, -9.176377;Grupo C;404;6823;0.05589954992318804
2023-10;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;510;7585;0.06305671089596496
2023-10;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;758;5289;0.12542360536269848
2023-10;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;264;0.0
2023-11;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;13;0.0
2023-11;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;154;2325;0.06230855650403766
2023-11;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;169;6171;0.026783493212601706
2023-11;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;154;3233;0.04570227808602814
2023-11;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;206;2650;0.07211697753846219
2023-11;Norte;Hospital de Braga, E.P.E.;41.567781, -8.399268;Grupo D;1044;13691;0.07087986069078175
2023-11;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2081;32635;0.059964938784148505
2023-12;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;8;415;0.02118359112306655
2023-12;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;3;0.0
2023-12;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;485;6570;0.06881657226018463
2023-12;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;248;8523;0.02831054642724902
2023-12;LVT;Hospital Beatriz Ângelo E.P.E.;38.821342, -9.176377;Grupo C;374;8229;0.04352538759566579
2023-12;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;241;9017;0.026030764839093987
2023-12;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;459;8413;0.05174245995504193
2023-12;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;1237;16165;0.07108917529433281
2023-12;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;632;5287;0.10681728752410698
2024-01;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;95;4030;0.023069701724398227
2024-01;;Unidade Local de Saúde do Estuário do Tejo, E. P. E.;38.952565, -8.992398;Grupo C;219;6788;0.031252781932507856
2024-01;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;714;15356;0.04444814022005399
2024-01;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;556;15633;0.034383635585621575
2024-01;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;499;13503;0.03567001992549517
2024-01;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1311;27920;0.044864663802740797
2024-02;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;80;2784;0.028154126391086387
2024-02;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;175;5388;0.031597524095882526
2024-02;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;907;7833;0.1038684996903908
2024-02;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;279;6488;0.04122623238042966
2024-02;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;297;3647;0.07532596388988791
2024-02;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;324;7875;0.03955484394391583
2024-02;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;56;5029;0.011044788278572148
2024-02;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;662;12119;0.05183197329402139
2024-02;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;559;12675;0.04223701402423218
2024-02;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;677;8507;0.0737768046467535
2024-03;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;618;7307;0.07807292553739525
2024-03;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;1077;7985;0.11887668781159696
2024-03;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;587;11678;0.04785817487859296
2024-03;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;506;8380;0.05696892370330555
2024-03;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;763;9292;0.07595857119467528
2024-03;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;910;15672;0.05488143648889365
2024-03;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1412;26546;0.05052358908621996
2024-03;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;1325;16300;0.07517853864475889
2024-03;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;1469;24941;0.05565781507977912
2024-03;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;85;1387;0.05815513423523897
2024-04;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;56;2923;0.018905253199350526
2024-04;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;158;4185;0.0364519782187096
2024-04;;Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.;41.3828711, -8.7589945;Grupo B;117;2872;0.03924338623917276
2024-04;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;246;7748;0.03078122911379211
2024-04;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;506;7244;0.06536340193162977
2024-04;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;487;9556;0.0485193716839031
2024-04;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;71;3843;0.01813785315820353
2024-04;;Unidade Local de Saúde do Estuário do Tejo, E. P. E.;38.952565, -8.992398;Grupo C;321;6091;0.05015600894789127
2024-04;;Unidade Local de Saúde de Coimbra, E. P. E.;40.2191523, -8.4098211;Grupo E;2067;31135;0.062256998798531464
2024-04;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1277;29398;0.04164742605541551
2024-04;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;1490;26357;0.053507660017936026
2024-05;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;82;2921;0.027627199239182092
2024-05;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;193;6690;0.028156233606009
2024-05;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;600;7765;0.07176023758803175
2024-05;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;1083;8258;0.11595503453049748
2024-05;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;321;6819;0.044979780939896914
2024-05;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;287;8213;0.03383753241993334
2024-05;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;630;6766;0.08523744125662538
2024-05;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;940;13231;0.06637635737365918
2024-05;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;685;9982;0.06422640404449803
2024-05;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1489;27214;0.05190352031999624
2024-05;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;1206;14996;0.0744372205646901
2024-05;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;1249;24904;0.04779357400073269
2024-05;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;799;5855;0.12015705635604194
2024-06;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;42;2511;0.016447475769343734
2024-06;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;196;3220;0.05745628765212396
2024-06;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;271;7166;0.03652397986539575
2024-06;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;171;7581;0.022163916241464098
2024-06;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;508;8048;0.05938564805565775
2024-06;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;958;14956;0.06021660023308684
2024-06;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1509;26342;0.05419153774700357
2024-07;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;138;2434;0.05377120306819767
2024-07;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;169;5642;0.029149046922503058
2024-07;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;828;8090;0.09285308004742027
2024-07;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;305;8283;0.035568694854454616
2024-07;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;427;4038;0.09566858986593764
2024-07;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;222;7913;0.02738835273646484
2024-07;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;516;7371;0.06541879990571951
2024-07;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;344;10152;0.032849702009676886
2024-07;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;521;12321;0.040568167550128625
2024-07;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;394;11125;0.03424530775745919
2024-07;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;756;8817;0.07900166329762674
2024-08;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;297;4076;0.06791591145559685
2024-08;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;208;6267;0.032221168690171324
2024-08;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;879;7579;0.10400501247513194
2024-08;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;439;7156;0.057902583675157424
2024-08;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;66;3346;0.01934045692876059
2024-08;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;941;15055;0.05884388349290104
2024-08;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;827;8442;0.0892347785749199
2024-08;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;182;4688;0.037500864567964136
2024-08;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;991;11233;0.08111884407302676
2024-09;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;187;3282;0.05390287393917752
2024-09;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;624;6351;0.08955377921248577
2024-09;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;325;6801;0.045692974479681896
2024-09;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;316;6856;0.044148073301734723
2024-09;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;245;5830;0.04037796344430603
2024-09;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;242;7648;0.030729591711790107
2024-09;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;394;5455;0.06747033942103979
2024-09;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;46;2561;0.01763957473286138
2024-09;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;226;4160;0.0516315900879794
2024-09;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;1088;15743;0.06464466534573514
2024-10;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;261;4843;0.051298104826363204
2024-10;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;199;4270;0.04452154125074209
2024-10;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;573;8982;0.05998026404388762
